Author,Year,Title,Publication,DOI,Authors,Published-print,Volume,Page
Merchel,2021,Which is the best Be-9 carrier for Be-10/Be-9 accelerator mass spectrometry?,MethodsX,10.1016/j.mex.2021.101486,"Merchel, Silke; Braucher, Régis; Lachner, Johannes; Rugel, Georg",2021,8,8
Markwick,2019,Palaeogeography in exploration,Geol Mag,10.1017/s0016756818000468,"MARKWICK, PAUL J.",2019,156,156
Dessein,2018,Regularized Optimal Transport and the Rot Mover's Distance,J Mach Learn Res,10.1007/s00245-019-09614-w,"Lorenz, Dirk A.; Manns, Paul; Meyer, Christian",2021,83,83
Rouas,2018,Regularized Optimal Transport and the Rot Mover's Distance,J Mach Learn Res,10.1137/130929886,"Ferradans, Sira; Papadakis, Nicolas; Peyré, Gabriel; Aujol, Jean-François",2014,7,7
Franchi,2018,Model predictive and reallocation problem for CubeSat fault recovery and attitude control,Mech Syst Signal Proc,10.1016/j.ymssp.2017.05.039,"Franchi, Loris; Feruglio, Lorenzo; Mozzillo, Raffaele; Corpino, Sabrina",2018,98,98
Feruglio,2018,Model predictive and reallocation problem for CubeSat fault recovery and attitude control,Mech Syst Signal Proc,10.1016/j.ymssp.2017.05.039,"Franchi, Loris; Feruglio, Lorenzo; Mozzillo, Raffaele; Corpino, Sabrina",2018,98,98
Mozzillo,2018,Model predictive and reallocation problem for CubeSat fault recovery and attitude control,Mech Syst Signal Proc,10.1016/j.ymssp.2017.05.039,"Franchi, Loris; Feruglio, Lorenzo; Mozzillo, Raffaele; Corpino, Sabrina",2018,98,98
Lummitsch,2019,The perspective of optical measurement methods in forestry,PHOTONICS AND EDUCATION IN MEASUREMENT SCIENCE,10.1117/12.2533490,"Lummitsch, Sascha; Findeisen, Erik; Haas, Moritz; Carl, Christin",2019,,
Findeisen,2019,The perspective of optical measurement methods in forestry,PHOTONICS AND EDUCATION IN MEASUREMENT SCIENCE,10.1117/12.2533490,"Lummitsch, Sascha; Findeisen, Erik; Haas, Moritz; Carl, Christin",2019,,
Haas,2019,The perspective of optical measurement methods in forestry,PHOTONICS AND EDUCATION IN MEASUREMENT SCIENCE,10.1117/12.2533490,"Lummitsch, Sascha; Findeisen, Erik; Haas, Moritz; Carl, Christin",2019,,
Hengl,2018,Random forest as a generic framework for predictive modeling of spatial and spatio-temporal variables,PeerJ,10.7287/peerj.preprints.26693v1,"Hengl, Tomislav; Nussbaum, Madlene; Wright, Marvin N; Heuvelink, Gerard B.M.",,,
Schneider,2021,"Origin of carbon in agricultural soil profiles deduced from depth gradients of C:N ratios, carbon fractions, delta C-13 and delta N-15 values",Plant Soil,10.1007/s11104-020-04769-w,"Schneider, Florian; Amelung, Wulf; Don, Axel",2021,460,460
Leontjev,ling,Multimodal mediational means in assessment of processes: an argument for a hard-CLIL approach,Int J Biling Educ B,10.1080/13670050.2020.1754329,"Leontjev, Dmitri; deBoer, Mark Antony",,,
Ali,TEMS,Anomaly Detection Procedures in a Real World Dataset by Using Deep-Learning Approaches,INTELLIGENT INFORMATION AND DATABASE SY,10.1007/978-3-030-14799-0_26,"Alhaj Ali, Alabbas; Rasheeq, Abdul; Logofătu, Doina; Bădică, Costin",2019,,
Rasheeq,TEMS,Anomaly Detection Procedures in a Real World Dataset by Using Deep-Learning Approaches,INTELLIGENT INFORMATION AND DATABASE SY,10.1007/978-3-030-14799-0_26,"Alhaj Ali, Alabbas; Rasheeq, Abdul; Logofătu, Doina; Bădică, Costin",2019,,
Kemavo,2018,Geometric Multi-Wavelet Total Variation for SAR Image Time Series Analysis,2018 21ST INTERNATIONAL CONFERENCE ON INFORMATION FUSION (FUSION),10.23919/icif.2018.8455223,"Atto, Abdourrahmane M.; Kemavo, Anoumou; Rudant, Jean-Paul; Mercier, Gregoire",2018,,
Williams,2021,Getting the European Relay Coordination Office Ready for Business,2021 IEEE AEROSPACE CONFERENCE (AEROCONF 2021),10.1109/aero50100.2021.9438505,"Williams, Adam; Loureiro, Tiago; Denis, Michel; Schmitz, Peter",2021,,
Loureiro,2021,Getting the European Relay Coordination Office Ready for Business,2021 IEEE AEROSPACE CONFERENCE (AEROCONF 2021),10.1109/aero50100.2021.9438505,"Williams, Adam; Loureiro, Tiago; Denis, Michel; Schmitz, Peter",2021,,
Denis,2021,Getting the European Relay Coordination Office Ready for Business,2021 IEEE AEROSPACE CONFERENCE (AEROCONF 2021),10.1109/aero50100.2021.9438505,"Williams, Adam; Loureiro, Tiago; Denis, Michel; Schmitz, Peter",2021,,
Schmitz,2021,Getting the European Relay Coordination Office Ready for Business,2021 IEEE AEROSPACE CONFERENCE (AEROCONF 2021),10.1109/aero50100.2021.9438505,"Williams, Adam; Loureiro, Tiago; Denis, Michel; Schmitz, Peter",2021,,
Binder,2020,"A Liberal Order Beyond Earth? Civil Sphere, The Culture and the Future of Liberalism",Sociol Obozr,10.17323/1728-192x-2020-4-36-60,"Binder, Werner; Masaryk University",2020,19,19
Mahnke,2021,Facebook use as a communicative relation: exploring the relation between Facebook users and the algorithmic news feed,Info Commun Soc,10.1080/1369118x.2020.1718179,"Schwartz, Sander Andreas; Mahnke, Martina Skrubbeltrang",2021,24,24
Doucet,2019,Mixed-Precision Tomographic Reconstructor Computations on Hardware Accelerators,2019 IEEE/ACM 9TH WORKSHOP ON IRREGULAR APPLICATIONS - ARCHITECTURES AND ALGORITHMS (IA3),10.1109/ia349570.2019.00011,"Doucet, Nicolas; Ltaief, Hatem; Gratadour, Damien; Keyes, David",2019,,
Ltaief,2019,Mixed-Precision Tomographic Reconstructor Computations on Hardware Accelerators,2019 IEEE/ACM 9TH WORKSHOP ON IRREGULAR APPLICATIONS - ARCHITECTURES AND ALGORITHMS (IA3),10.1109/ia349570.2019.00011,"Doucet, Nicolas; Ltaief, Hatem; Gratadour, Damien; Keyes, David",2019,,
Gratadour,2019,Mixed-Precision Tomographic Reconstructor Computations on Hardware Accelerators,2019 IEEE/ACM 9TH WORKSHOP ON IRREGULAR APPLICATIONS - ARCHITECTURES AND ALGORITHMS (IA3),10.1109/ia349570.2019.00011,"Doucet, Nicolas; Ltaief, Hatem; Gratadour, Damien; Keyes, David",2019,,
Bernoux,2021,An operational approach to forecast the Earth's radiation belts dynamics,J Space Weather Space Clim,10.1051/swsc/2021045,"Bernoux, Guillerme; Brunet, Antoine; Buchlin, Éric; Janvier, Miho; Sicard, Angélica",2021,11,11
Niittynen, S A,Decreasing snow cover alters functional composition and diversity of Arctic tundra,Proc Natl Acad Sci ,10.1073/pnas.2001254117,"Niittynen, Pekka; Heikkinen, Risto K.; Luoto, Miska",2020,117,117
Dietz,2021,Trends in Satellite Earth Observation for Permafrost Related Analyses-A Review,Remote Sens,10.3390/rs13061217,"Philipp, Marius; Dietz, Andreas; Buchelt, Sebastian; Kuenzer, Claudia",,13,13
Doxani,2019,DECISION MAKING ON DISASTER MANAGEMENT IN AGRICULTURE WITH SENTINEL APPLICATIONS,ISPRS ICWG III/IVA GI4DM 2019 - GEOINFORMATION FOR DISASTER MANAGEMENT,10.5194/isprs-archives-xlii-3-w8-121-2019,"Doxani, G.; Siachalou, S.; Mitraka, Z.; Patias, P.",,XLII-3/W8,XLII-3/W8
Gennaro,2019,Multispectral remote sensing for post-dictive analysis of archaeological remains,A case study from Bronte (Sicily) Archaeol Prospect,10.1002/arp.1745,"Gennaro, Andrea; Candiano, Alessio; Fargione, Gabriele; Mangiameli, Michele; Mussumeci, Giuseppe",2019,26,26
Gudzius,2021,Deep learning-based object recognition in multispectral satellite imagery for real-time applications,Mach Vis Appl,10.1007/s00138-021-01209-2,"Gudžius, Povilas; Kurasova, Olga; Darulis, Vytenis; Filatovas, Ernestas",2021,32,32
Ergin,2018,Times Square in the Era of Post-truth Politics,PROCEEDINGS OF THE 4TH MEDIA ARCHITECTURE BIENNALE CONFERENCE 2018 (MAB18),10.1145/3284389.3284394,"Ergin, Ecem; Fatah gen. Schieck, Ava",2018,,
Schieck,2018,Times Square in the Era of Post-truth Politics,PROCEEDINGS OF THE 4TH MEDIA ARCHITECTURE BIENNALE CONFERENCE 2018 (MAB18),10.1145/3284389.3284394,"Ergin, Ecem; Fatah gen. Schieck, Ava",2018,,
Martin,2019,Geological interpretation of two virtual outcrops of deformed Palaeozoic rocks (NW Iberian Peninsula) using 3D stereo VDT in a computer assisted virtual environment (CAVE (TM)),J Iber Geol,10.1007/s41513-019-00110-2,"Martín, Santiago; Uzkeda, Hodei; Poblet, Josep; Bulnes, Mayte",2019,45,45
Peternelj,2019,THE EU'S ARMY TRANSFORMATION: TRENDS AND PERSPECTIVES,ECONOMIC AND SOCIAL DEVELOPMENT: 43RD INTERNATIONAL SCIENTIFIC CONFERENCE ON ECONOMIC AND SOCIAL DEVELOPMENT RETHINKING MANAGEMENT IN THE DIGITAL ERA: CHALLENGES FROM INDUSTRY 4 0 TO RETAIL MANAGEMENT,10.21236/ada410167,"Shinseki, Eric K.",2000,,
Kiessling,2019,Climate change and the latitudinal selectivity of ancient marine extinctions,Paleobiology,10.1017/pab.2018.34,"Reddin, Carl J.; Kocsis, Ádám T.; Kiessling, Wolfgang",2019,45,45
Sherwen,2019,A machine-learning-based global sea-surface iodide distribution,Earth Syst Sci Data,10.5194/essd-11-1239-2019,"Sherwen, Tomás; Chance, Rosie J.; Tinel, Liselotte; Ellis, Daniel; Evans, Mat J.; Carpenter, Lucy J.",,11,11
Roechert,2022,Caught in a networked collusion? Homogeneity in conspiracy-related discussion networks on YouTube,Inf Syst,10.1016/j.is.2021.101866,"Röchert, Daniel; Neubaum, German; Ross, Björn; Stieglitz, Stefan",2022,103,103
Wakeford, Eng,The exoplanet perspective on future ice giant exploration,Philos Trans R Soc A-Math Phy,10.1098/rsta.2020.0054,"Wakeford, H. R.; Dalba, P. A.",2020,378,378
Malagnino,2021,Building Information Modeling and Internet of Things integration for smart and sustainable environments: A review,J Clean Prod,10.1016/j.jclepro.2021.127716,"Malagnino, Ada; Montanaro, Teodoro; Lazoi, Mariangela; Sergi, Ilaria; Corallo, Angelo; Patrono, Luigi",2021,312,312
Morras,2022,Search for black hole hyperbolic encounters with gravitational wave detectors,Phys Dark Universe,10.1016/j.dark.2021.100932,"Morrás, Gonzalo; García-Bellido, Juan; Nesseris, Savvas",2022,35,35
Pearlman,2019,Technologies for Observing and Monitoring Plastics in the Oceans,OCEANS 2019 - MARSEILLE,10.1109/oceanse.2019.8867401,"Garello, Rene; Plag, Hans-Peter; Shapiro, Aurelie; Martinez, Sergio; Pearlman, Jay; Pendleton, Linwood",2019,,
Codispoti,2018,Validation of ground technologies for future Q/V band satellite systems: the QV - LIFT project,2018 IEEE AEROSPACE CONFERENCE,10.1109/aero.2018.8396830,"Codispoti, Giuseppe; Parca, Giorgia; De Sanctis, Mauro; Ruggieri, Marina; Rossi, Tommaso; Amendola, Giandomenico; Lorenzo Luini, Carlo Riva; Massaro, Fabrizio",2018,,
Parca,2018,Validation of ground technologies for future Q/V band satellite systems: the QV - LIFT project,2018 IEEE AEROSPACE CONFERENCE,10.1109/aero.2018.8396830,"Codispoti, Giuseppe; Parca, Giorgia; De Sanctis, Mauro; Ruggieri, Marina; Rossi, Tommaso; Amendola, Giandomenico; Lorenzo Luini, Carlo Riva; Massaro, Fabrizio",2018,,
Massaro,2018,Validation of ground technologies for future Q/V band satellite systems: the QV - LIFT project,2018 IEEE AEROSPACE CONFERENCE,10.1109/aero.2018.8396830,"Codispoti, Giuseppe; Parca, Giorgia; De Sanctis, Mauro; Ruggieri, Marina; Rossi, Tommaso; Amendola, Giandomenico; Lorenzo Luini, Carlo Riva; Massaro, Fabrizio",2018,,
Jafarian,2018,"Synthetic seismic model of a Permian biosiliceous carbonate - carbonate depositional system (Spitsbergen, Svalbard Archipelago)",Mar Pet Geol,10.1016/j.marpetgeo.2018.01.034,"Jafarian, Elham; de Jong, Koos; Kleipool, Lucas M.; Scheibner, Christian; Blomeier, Dierk P.G.; Reijmer, John J.G.",2018,92,92
Tso,2020,State Tagging for Improved Earth and Environmental Data Quality Assurance,Front Environ Sci,10.5194/egusphere-egu2020-4613,"Tso, Michael; Henrys, Peter; Rennie, Susannah; Watkins, John",,,
Polito,2021,A New View of the Solar Interface Region from the Interface Region Imaging Spectrograph (IRIS),Sol Phys,10.1007/s11207-021-01826-0,"De Pontieu, Bart; Polito, Vanessa; Hansteen, Viggo; Testa, Paola; Reeves, Katharine K.; Antolin, Patrick; Nóbrega-Siverio, Daniel Elias; Kowalski, Adam F.; Martinez-Sykora, Juan; Carlsson, Mats; McIntosh, Scott W.; Liu, Wei; Daw, Adrian; Kankelborg, Charles C.",2021,296,296
Antolin,2021,A New View of the Solar Interface Region from the Interface Region Imaging Spectrograph (IRIS),Sol Phys,10.1007/s11207-021-01826-0,"De Pontieu, Bart; Polito, Vanessa; Hansteen, Viggo; Testa, Paola; Reeves, Katharine K.; Antolin, Patrick; Nóbrega-Siverio, Daniel Elias; Kowalski, Adam F.; Martinez-Sykora, Juan; Carlsson, Mats; McIntosh, Scott W.; Liu, Wei; Daw, Adrian; Kankelborg, Charles C.",2021,296,296
Nobrega-Siverio,2021,A New View of the Solar Interface Region from the Interface Region Imaging Spectrograph (IRIS),Sol Phys,10.1007/s11207-021-01826-0,"De Pontieu, Bart; Polito, Vanessa; Hansteen, Viggo; Testa, Paola; Reeves, Katharine K.; Antolin, Patrick; Nóbrega-Siverio, Daniel Elias; Kowalski, Adam F.; Martinez-Sykora, Juan; Carlsson, Mats; McIntosh, Scott W.; Liu, Wei; Daw, Adrian; Kankelborg, Charles C.",2021,296,296
Martinez-Sykora,2021,A New View of the Solar Interface Region from the Interface Region Imaging Spectrograph (IRIS),Sol Phys,10.1007/s11207-021-01826-0,"De Pontieu, Bart; Polito, Vanessa; Hansteen, Viggo; Testa, Paola; Reeves, Katharine K.; Antolin, Patrick; Nóbrega-Siverio, Daniel Elias; Kowalski, Adam F.; Martinez-Sykora, Juan; Carlsson, Mats; McIntosh, Scott W.; Liu, Wei; Daw, Adrian; Kankelborg, Charles C.",2021,296,296
McIntosh,2021,A New View of the Solar Interface Region from the Interface Region Imaging Spectrograph (IRIS),Sol Phys,10.1007/s11207-021-01826-0,"De Pontieu, Bart; Polito, Vanessa; Hansteen, Viggo; Testa, Paola; Reeves, Katharine K.; Antolin, Patrick; Nóbrega-Siverio, Daniel Elias; Kowalski, Adam F.; Martinez-Sykora, Juan; Carlsson, Mats; McIntosh, Scott W.; Liu, Wei; Daw, Adrian; Kankelborg, Charles C.",2021,296,296
Daw,2021,A New View of the Solar Interface Region from the Interface Region Imaging Spectrograph (IRIS),Sol Phys,10.1007/s11207-021-01826-0,"De Pontieu, Bart; Polito, Vanessa; Hansteen, Viggo; Testa, Paola; Reeves, Katharine K.; Antolin, Patrick; Nóbrega-Siverio, Daniel Elias; Kowalski, Adam F.; Martinez-Sykora, Juan; Carlsson, Mats; McIntosh, Scott W.; Liu, Wei; Daw, Adrian; Kankelborg, Charles C.",2021,296,296
Huntingford,2019,Machine learning and artificial intelligence to aid climate change research and preparedness,Environ Res Lett,10.1088/1748-9326/ab4e55,"Huntingford, Chris; Jeffers, Elizabeth S; Bonsall, Michael B; Christensen, Hannah M; Lees, Thomas; Yang, Hui",2019,14,14
Breuillard,2020,Automatic Classification of Plasma Regions in Near-Earth Space With Supervised Machine Learning: Application to Magnetospheric Multi Scale 2016-2019 Observations,Front Astron Space Sci,10.3389/fspas.2020.00055,"Breuillard, Hugo; Dupuis, Romain; Retino, Alessandro; Le Contel, Olivier; Amaya, Jorge; Lapenta, Giovanni",,7,7
Requena-Mesa,TION,Predicting Landscapes from Environmental Conditions Using Generative Networks,PATTERN RECOGN,10.1007/978-3-030-33676-9_14,"Requena-Mesa, Christian; Reichstein, Markus; Mahecha, Miguel; Kraft, Basil; Denzler, Joachim",2019,,
Hutcheon,2020,Predicting novel superconducting hydrides using machine learning approaches,Phys Rev B,10.1103/physrevb.101.144505,"Hutcheon, Michael J.; Shipley, Alice M.; Needs, Richard J.",,101,101
Hutcheon,2020,Predicting novel superconducting hydrides using machine learning approaches,Phys Rev B,10.1103/physrevb.101.144505,"Hutcheon, Michael J.; Shipley, Alice M.; Needs, Richard J.",,101,101
Lindsay,2021,A machine learning approach for regional geochemical data: Platinum-group element geochemistry vs geodynamic settings of the North Atlantic Igneous Province,Geosci Front,10.1016/j.gsf.2020.10.005,"Lindsay, Jordan J.; Hughes, Hannah S.R.; Yeomans, Christopher M.; Andersen, Jens C.Ø.; McDonald, Iain",2021,12,12
Couchman,2021,Data-Driven Identification of Turbulent Oceanic Mixing From Observational Microstructure Data,Geophys Res Lett,10.1029/2021gl094978,"Couchman, Miles M. P.; Wynne‐Cattanach, Bethan; Alford, Matthew H.; Caulfield, Colm‐cille P.; Kerswell, Rich R.; MacKinnon, Jennifer A.; Voet, Gunnar",2021,48,48
Zomorodian,2020,Overtopping erosion of model earthen dams analysed using digital image-processing method,Proc Inst Civil Eng -Water Manag,10.1680/jwama.19.00098,"Zomorodian, Seyed Mohammad Ali; Ataee Noghab, Mohamad Jafar; Zolghadr, Masih; O'Kelly, Brendan C.",2020,173,173
de la Fuente Marcos,2021,Using Mars co-orbitals to estimate the importance of rotation-induced YORP break-up events in Earth co-orbital space,Mon Not Roy Astron Soc,10.1093/mnras/stab062,"de la Fuente Marcos, C; de la Fuente Marcos, R",2021,501,501
James,2021,The Scalable Plasma Ion Composition and Electron Density (SPICED) Model for Earth's Inner Magnetosphere,J Geophys Res-Space Phys,10.1029/2021ja029565,"James, Matthew K.; Yeoman, Tim K.; Jones, Petra; Sandhu, Jasmine K.; Goldstein, Jerry",2021,126,126
Miltiadou,2019,"Open source software DASOS: efficient accumulation, analysis and visualisation of full-waveform LiDAR",SEVENTH INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2019),10.1117/12.2537915,"Miltiadou, Milto; Grant, Michael; Campbell, Neill D.; Warren, Mark; Clewley, Daniel; Hadjimitsis, Diofantos",2019,,
Miltiadou,2019,"Open source software DASOS: efficient accumulation, analysis and visualisation of full-waveform LiDAR",SEVENTH INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2019),10.1117/12.2537915,"Miltiadou, Milto; Grant, Michael; Campbell, Neill D.; Warren, Mark; Clewley, Daniel; Hadjimitsis, Diofantos",2019,,
Hargreaves,2020,The Earth Mover's Distance as a Metric for the Space of Inorganic Compositions,Chem Mat,10.26434/chemrxiv.12777566,"Hargreaves, Cameron; Dyer, Matthew; Gaultois, Michael; Kurlin, Vitaliy; Rosseinsky, Matthew J",,,
Furnell,2019,First results from the LUCID-Timepix spacecraft payload onboard the TechDemoSat-1 satellite in Low Earth Orbit,Adv Space Res,10.1016/j.asr.2018.10.045,"Furnell, Will; Shenoy, Abhishek; Fox, Elliot; Hatfield, Peter",2019,63,63
Kirkham,2020,Morphometry of bedrock meltwater channels on Antarctic inner continental shelves: Implications for channel development and subglacial hydrology,Geomorphology,10.1016/j.geomorph.2020.107369,"Kirkham, James D.; Hogan, Kelly A.; Larter, Robert D.; Arnold, Neil S.; Nitsche, Frank O.; Kuhn, Gerhard; Gohl, Karsten; Anderson, John B.; Dowdeswell, Julian A.",2020,370,370
Murga,SORS,"A compact, lightweight and quasi-athermal optical bench for iSIM170",SE,10.1117/12.2575874,"Murga Llano, Gaizka; González, Saul; Campo, Ramón; Zarraoa, Amaia; Vizcargüenaga, Alberto; Guzmán, Rafael; Conde, Aitor; Davis, Stuart; Fernández, Luis Carlos; Hernani, Juan Tomás; Ocerin, Eider; Ojanguren, Javier; Ojanguren, Iñigo; Ugalde, Eduardo; Massimiani, Marta; Ubierna, Marcos; Truglio, Marco; Peña, Andrea; Sánchez-Blanco, Ernesto",2020,,
Zeljas,2019,INFLUENCE OF RHEOLOGICAL PARAMETERS OF THE FORE-SUDETIC MONOCLINE PLASTIC ROCKS ON THE PROCESS OF DRILLING BOREHOLES,Arch Min Sci,10.5604/01.3001.0010.0081,"Bąkowska, Agnieszka; Karlicki, Michał; Włodarczyk, Agnieszka; Matlakowska, Renata",2017,,
Raptis,2020,Classification of Magnetosheath Jets Using Neural Networks and High Resolution OMNI (HRO) Data,Front Astron Space Sci,10.3389/fspas.2020.00024,"Raptis, Savvas; Aminalragia-Giamini, Sigiava; Karlsson, Tomas; Lindberg, Martin",,7,7
Zhelavskaya,2021,A Combined Neural Network- and Physics-Based Approach for Modeling Plasmasphere Dynamics,J Geophys Res-Space Phys,10.1029/2020ja028077,"Zhelavskaya, I. S.; Aseev, N. A.; Shprits, Y. Y.",2021,126,126
Palchowdhuri,2018,"Classification of multi-temporal spectral indices for crop type mapping: a case study in Coalville, UK",J Agric Sci,10.1017/s0021859617000879,"Palchowdhuri, Y.; Valcarce-Diñeiro, R.; King, P.; Sanabria-Soto, M.",2018,156,156
Rajpaul,2021,A HARPS-N mass for the elusive Kepler-37d: a case study in disentangling stellar activity and planetary signals,Mon Not Roy Astron Soc,10.1093/mnras/stab2192,"Rajpaul, V M; Buchhave, L A; Lacedelli, G; Rice, K; Mortier, A; Malavolta, L; Aigrain, S; Borsato, L; Mayo, A W; Charbonneau, D; Damasso, M; Dumusque, X; Ghedina, A; Latham, D W; López-Morales, M; Magazzù, A; Micela, G; Molinari, E; Pepe, F; Piotto, G; Poretti, E; Rowther, S; Sozzetti, A; Udry, S; Watson, C A",2021,507,507
